URL,Category,Issue,Score,Value
"https://stockbridgedaycare.com/programs/preschool/","Performance","Time to Interactive",0.98,"2.5 s"
"https://stockbridgedaycare.com/programs/preschool/","Performance","Avoid multiple page redirects",0,"Est savings of 930 ms"
"https://stockbridgedaycare.com/programs/pre-k-prep/","Performance","First Contentful Paint",0.45,"3.1 s"
"https://stockbridgedaycare.com/programs/pre-k-prep/","Performance","Largest Contentful Paint",0.36,"4.6 s"
"https://stockbridgedaycare.com/programs/pre-k-prep/","Performance","Speed Index",0.93,"3.1 s"
"https://stockbridgedaycare.com/programs/pre-k-prep/","Performance","Improve image delivery",0,"Est savings of 118 KiB"
"https://stockbridgedaycare.com/programs/pre-k-prep/","Performance","LCP request discovery",0,""
"https://stockbridgedaycare.com/programs/pre-k-prep/","Performance","Network dependency tree",0,""
"https://stockbridgedaycare.com/programs/pre-k-prep/","Performance","Time to Interactive",0.82,"4.6 s"
"https://stockbridgedaycare.com/programs/pre-k-prep/","Performance","Avoid multiple page redirects",0,"Est savings of 920 ms"
"https://stockbridgedaycare.com/programs/pre-k-prep/","Accessibility","Heading elements are not in a sequentially-descending order",0,""
"https://stockbridgedaycare.com/programs/toddler-care/","Performance","First Contentful Paint",0.7,"2.4 s"
"https://stockbridgedaycare.com/programs/toddler-care/","Performance","Largest Contentful Paint",0.75,"3.1 s"
"https://stockbridgedaycare.com/programs/toddler-care/","Performance","Speed Index",0.98,"2.4 s"
"https://stockbridgedaycare.com/programs/toddler-care/","Performance","Improve image delivery",0.5,"Est savings of 108 KiB"
"https://stockbridgedaycare.com/programs/toddler-care/","Performance","Network dependency tree",0,""
"https://stockbridgedaycare.com/programs/toddler-care/","Performance","Time to Interactive",0.95,"3.1 s"
"https://stockbridgedaycare.com/programs/toddler-care/","Performance","Avoid multiple page redirects",0,"Est savings of 930 ms"
"https://stockbridgedaycare.com/stories/","Performance","First Contentful Paint",0.98,"1.3 s"
"https://stockbridgedaycare.com/stories/","Performance","Largest Contentful Paint",0.46,"4.1 s"
"https://stockbridgedaycare.com/stories/","Performance","Improve image delivery",0,"Est savings of 20 KiB"
"https://stockbridgedaycare.com/stories/","Performance","LCP request discovery",0,""
"https://stockbridgedaycare.com/stories/","Performance","Network dependency tree",0,""
"https://stockbridgedaycare.com/stories/","Performance","Time to Interactive",0.85,"4.3 s"
"https://stockbridgedaycare.com/stories/","Performance","Image elements do not have explicit `width` and `height`",0.5,""
"https://stockbridgedaycare.com/stories/","Performance","Avoid multiple page redirects",0,"Est savings of 950 ms"
"https://stockbridgedaycare.com/stories/","Accessibility","Background and foreground colors do not have a sufficient contrast ratio.",0,""
"https://stockbridgedaycare.com/stories/","SEO","Document does not have a meta description",0,""
